Número de items: 10000
Limite de peso: 1765326

ITEM                 PESO      VALOR
X4230                 137        396
X970                  137        239
X4146                 137        229
X7258                 137        194
X4739                 137        180
X5527                 137        165
X7502                 137        138
X1510                 137         90
X6928                 137         80
X3481                 137         74
X1641                 136        378
X1321                 136        314
X2142                 136        304
X9383                 136        265
X4287                 136        256
X2398                 136        232
X2390                 136        218
X7086                 136        196
X1650                 136         55
X1441                 135        392
X8010                 135        366
X1211                 135        329
X4118                 135        288
X4729                 135        265
X6332                 135        225
X8942                 135        165
X8850                 135         87
X9088                 134        317
X8778                 134        314
X5901                 134        300
X3222                 134        294
X8549                 134        243
X3819                 134        237
X98                   134        194
X923                  134        162
X9018                 134        144
X9216                 134        135
X6183                 134         69
X8280                 133        370
X9458                 133        335
X2763                 133        330
X6162                 133        226
X2625                 133        194
X7300                 133        184
X1051                 133        140
X823                  133        118
X9730                 133        114
X2378                 132        392
X5057                 132        326
X9014                 132        289
X4642                 132        258
X6914                 132        249
X2073                 132        211
X1018                 132        204
X7562                 132        165
X1733                 132        116
X5792                 132         87
X3450                 132         60
X5680                 131        364
X8130                 131        357
X1497                 131        339
X8766                 131        286
X9135                 131        274
X3992                 131        246
X6289                 131        225
X4486                 131        180
X171                  131        172
X871                  131        170
X5167                 131         57
X7906                 131         56
X8135                 130        383
X9040                 130        336
X7286                 130        288
X5093                 130        272
X3561                 130         76
X7961                 130         74
X9453                 129        328
X62                   129        313
X5294                 129        226
X8767                 129        189
X9321                 129        180
X7170                 129        178
X1111                 129        144
X9104                 129        142
X1254                 129         81
X5958                 128        355
X2644                 128        338
X8506                 128        323
X513                  128        289
X8749                 128        275
X6539                 128        186
X1255                 128         93
X1755                 127        330
X5278                 127        314
X4906                 127        240
X4796                 127        220
X7430                 127        192
X7041                 127        107
X979                  127         56
X4732                 126        370
X583                  126        352
X3249                 126        317
X5808                 126        291
X7626                 126        227
X9063                 126        190
X4859                 126        178
X933                  126        150
X6328                 126         85
X1863                 126         79
X797                  125        383
X1073                 125        382
X412                  125        380
X6421                 125        359
X7555                 125        341
X1077                 125        333
X3124                 125        283
X5419                 125        170
X6044                 125         98
X8233                 125         82
X9067                 125         64
X9659                 125         57
X5071                 124        369
X6039                 124        354
X9702                 124        348
X518                  124        339
X1778                 124        281
X9733                 124        275
X9639                 124        224
X6362                 124        135
X4128                 124         77
X291                  124         61
X8064                 123        389
X8417                 123        264
X689                  123        118
X6264                 123        115
X8461                 122        358
X5309                 122        356
X139                  122        328
X2082                 122        315
X4592                 122        251
X7774                 122        215
X3374                 122        162
X5705                 122        155
X2228                 122        105
X7814                 122         50
X1962                 121        355
X3899                 121        309
X4302                 121        295
X1836                 121        277
X9666                 121        172
X7762                 121         97
X7957                 120        393
X3891                 120        361
X9397                 120        299
X2011                 120        239
X1342                 120        235
X3520                 120        231
X898                  120        230
X7009                 120        197
X5576                 120        183
X1030                 120        152
X8375                 120        139
X9930                 120        138
X1167                 120        135
X9123                 120        132
X7650                 120         52
X7287                 119        362
X3817                 119        255
X7495                 119        255
X2162                 119        244
X5532                 119        108
X279                  118        394
X3708                 118        374
X1108                 118        349
X7852                 118        321
X3595                 118        275
X846                  118        248
X15                   118        247
X461                  118        227
X1704                 118        169
X6422                 118        161
X7112                 118        142
X3900                 118        100
X7991                 118         81
X9077                 117        391
X3474                 117        379
X745                  117        374
X1747                 117        367
X9599                 117        366
X616                  117        322
X420                  117        180
X7569                 117        171
X9112                 117        167
X8721                 117        123
X3141                 116        392
X2286                 116        352
X313                  116        351
X1801                 116        325
X4775                 116        299
X7400                 116        290
X1127                 116        219
X2515                 116        181
X1534                 116        175
X202                  116        174
X1378                 116         81
X2711                 115        379
X2419                 115        363
X6861                 115        353
X5273                 115        329
X834                  115        188
X2106                 115        153
X5976                 115        133
X7682                 115         52
X148                  114        347
X2906                 114        332
X4538                 114        303
X9091                 114        275
X2397                 114        226
X1491                 114        171
X6725                 114         63
X2336                 113        310
X5039                 113        189
X1539                 113         94
X1419                 113         56
X1829                 113         55
X6477                 112        313
X9940                 112        273
X4460                 112        194
X3692                 112        186
X2541                 112        100
X2703                 112         83
X4617                 112         80
X5142                 111        358
X5494                 111        328
X5297                 111        202
X284                  111        198
X547                  111        160
X7899                 111        143
X3303                 111        127
X4281                 111        124
X4779                 111        104
X9368                 111         82
X8335                 111         79
X5288                 111         76
X9435                 110        387
X3485                 110        237
X6919                 110        189
X9976                 110        177
X5723                 110        144
X8743                 110        119
X44                   110        103
X7679                 110         97
X2296                 110         89
X4550                 109        391
X2526                 109        386
X2002                 109        339
X1343                 109        319
X4012                 109        251
X244                  109        232
X7382                 109        180
X1714                 109        142
X3069                 109         87
X9587                 109         67
X717                  108        391
X9457                 108        360
X737                  108        323
X3397                 108        307
X664                  108        276
X6898                 108        125
X5759                 108        103
X4568                 107        387
X1448                 107        324
X5102                 107        234
X4047                 107        205
X3937                 107        199
X3994                 107        197
X3347                 107        193
X9130                 107        127
X6197                 107         99
X4175                 107         93
X9374                 107         74
X5246                 107         71
X4329                 106        241
X3715                 106        235
X362                  106        211
X1930                 106        167
X2589                 106        156
X6172                 106        154
X445                  106        141
X4276                 106        126
X2018                 106        105
X6377                 106         63
X6605                 105        307
X1164                 105        273
X7058                 105        218
X8293                 105        198
X2094                 105        184
X2658                 105        162
X5351                 105        140
X4223                 104        323
X5875                 104        291
X9651                 104        237
X2021                 104        235
X7578                 104        233
X8678                 104        151
X2522                 104        140
X4349                 104        135
X9105                 103        322
X2139                 103        314
X3801                 103        267
X5645                 103        241
X9848                 103        240
X4333                 103        219
X9350                 103        136
X231                  103         81
X5747                 103         41
X3699                 102        268
X5499                 102        253
X190                  102        252
X8964                 102        249
X8187                 102        237
X7733                 102        203
X9879                 102        188
X6241                 102        167
X8347                 102        132
X9736                 102         58
X4566                 101        360
X8195                 101        322
X3313                 101        319
X8775                 101        261
X3168                 101        179
X3349                 100        354
X8670                 100        333
X9506                 100        323
X8719                 100        321
X3627                 100        307
X9287                 100        263
X7326                 100        256
X7280                 100        182
X3291                 100        121
X6350                 100        102
X1562                 100         86
X3629                 100         72
X6887                 100         70
X8584                 100         49
X572                   99        332
X5254                  99        329
X6680                  99        312
X4043                  99        271
X1189                  99        246
X9231                  99        219
X7688                  99        212
X3348                  99        205
X2114                  99        177
X1290                  99        128
X1875                  99        109
X8184                  99        101
X5319                  99         50
X1858                  98        344
X1800                  98        338
X7531                  98        286
X4631                  98        281
X8110                  98        265
X3887                  98        254
X2365                  98        233
X6976                  98        134
X7351                  98        114
X5787                  98         86
X380                   97        400
X661                   97        399
X3490                  97        274
X7289                  97        265
X9574                  97        197
X467                   97        157
X8734                  97        138
X405                   97         93
X3465                  97         66
X4331                  97         42
X5078                  97         41
X7324                  96        338
X8068                  96        335
X9918                  96        241
X6447                  96        213
X4471                  96        187
X3024                  96        144
X2063                  96         73
X7493                  95        380
X5298                  95        379
X8305                  95        313
X2050                  95        257
X7121                  95        220
X5214                  95        219
X300                   95        216
X4356                  95        190
X5051                  95        176
X7837                  95        150
X912                   95        119
X9057                  95         77
X3931                  95         67
X8785                  94        333
X941                   94        300
X5945                  94        283
X5916                  94        276
X8087                  94        202
X6191                  94        188
X9813                  94        170
X9097                  94        137
X524                   94        101
X5826                  94         39
X6248                  93        375
X8690                  93        365
X674                   93        334
X2745                  93        260
X6567                  93        247
X260                   93        180
X948                   93        161
X5055                  93        160
X4811                  93        143
X741                   93         41
X3286                  92        380
X3586                  92        348
X2312                  92        239
X5439                  92        234
X4590                  92        177
X8409                  92        151
X2357                  92        111
X782                   92         87
X739                   92         69
X3886                  92         63
X3902                  92         38
X8746                  91        398
X1786                  91        259
X1507                  91        210
X5983                  91        167
X7506                  91        109
X6092                  91        103
X1705                  90        381
X9046                  90        329
X4780                  90         91
X8873                  90         74
X5092                  90         58
X2585                  90         51
X6973                  90         45
X8796                  89        349
X8824                  89        335
X8306                  89        273
X1589                  89        263
X8707                  89        231
X985                   89        220
X3277                  89        220
X8954                  89        206
X1360                  89        188
X305                   89        154
X6218                  89        126
X4019                  89         95
X1850                  88        353
X2438                  88        267
X83                    88        247
X8708                  88        202
X7051                  88        194
X7984                  88        194
X376                   88        107
X8162                  88         96
X1972                  88         86
X5990                  88         81
X8853                  88         45
X690                   87        333
X7975                  87        333
X1387                  87        303
X944                   87        302
X4111                  87        288
X1048                  87        270
X5400                  87        246
X1616                  87        241
X5886                  87        226
X4754                  87        199
X6482                  87        131
X2320                  87        122
X8714                  87         78
X6728                  87         63
X6144                  86        357
X4138                  86        275
X1840                  86        231
X9154                  86        226
X7062                  86        176
X9725                  86        111
X6138                  86         38
X7111                  85        381
X5036                  85        318
X5502                  85        178
X3359                  85         64
X8117                  85         63
X8433                  85         49
X6463                  84        378
X9966                  84        297
X8968                  84        289
X7048                  84        249
X4563                  84        244
X1618                  84        239
X4781                  84        233
X2107                  84        173
X1036                  84        125
X1519                  84        105
X5621                  84         60
X9050                  83        391
X4420                  83        385
X4899                  83        360
X973                   83        334
X7766                  83        330
X2942                  83        325
X3717                  83        274
X1178                  83        259
X1201                  83        240
X5952                  83        190
X2542                  83        188
X8503                  83         40
X9486                  82        357
X5698                  82        347
X7994                  82        311
X1152                  82        296
X4342                  82        260
X360                   82        209
X466                   82        161
X3829                  82        127
X7397                  82        115
X6388                  82         69
X6931                  82         64
X9700                  82         32
X1410                  81        380
X7226                  81        371
X1844                  81        354
X3200                  81        351
X3405                  81        298
X4375                  81        204
X3169                  81        192
X3514                  81        129
X3502                  81        121
X6064                  81         68
X8924                  80        395
X9723                  80        395
X1559                  80        369
X5225                  80        362
X8717                  80        332
X6417                  80        316
X3294                  80        306
X839                   80        251
X9256                  80        163
X552                   80        104
X3149                  80         95
X5635                  79        338
X1577                  79        321
X5565                  79        297
X3941                  79        284
X5292                  79        230
X8285                  79        161
X446                   79        158
X1780                  79        140
X6103                  79         86
X7431                  79         71
X6258                  78        395
X8307                  78        324
X8862                  78        297
X1622                  78        292
X7836                  78        290
X5443                  78        287
X3934                  78        276
X1188                  78        249
X962                   78        188
X3527                  78        185
X322                   78        183
X9017                  78        147
X4359                  77        387
X7090                  77        377
X3335                  77        374
X8339                  77        327
X92                    77        289
X5487                  77        182
X2834                  77        129
X4316                  77         57
X1945                  77         44
X5956                  77         38
X729                   76        269
X6509                  76        268
X1520                  76        240
X3139                  76        236
X3617                  76        102
X1365                  76         34
X5156                  75        396
X9227                  75        393
X4051                  75        392
X9443                  75        328
X64                    75        317
X2621                  75        309
X5307                  75        307
X9229                  75        306
X8380                  75        213
X2675                  75        191
X5001                  75        187
X9026                  75        115
X8001                  75        104
X1530                  75         99
X1044                  75         88
X298                   75         64
X9843                  75         38
X9589                  75         33
X7927                  74        347
X1078                  74        323
X2132                  74        305
X3914                  74        241
X3088                  74        116
X6903                  74         85
X4888                  74         68
X2305                  74         60
X7202                  74         49
X1667                  73        342
X149                   73        331
X2408                  73        307
X1075                  73        260
X578                   73        177
X2684                  73         51
X953                   72        375
X4795                  72        341
X8148                  72        281
X3120                  72        260
X8431                  72        238
X7524                  72        227
X8781                  72        210
X109                   72        159
X7164                  71        311
X1819                  71        285
X5099                  71        265
X2288                  71        204
X4827                  71        201
X4310                  71        190
X4293                  71        169
X4668                  71        142
X5778                  71        115
X4301                  71         99
X6751                  70        381
X7997                  70        349
X7216                  70        326
X7277                  70        282
X4154                  70        260
X835                   70        172
X4858                  70        164
X147                   70        124
X8522                  70         82
X1892                  70         57
X1864                  70         35
X8062                  69        335
X9517                  69        318
X710                   69        306
X3874                  69        265
X4656                  69        204
X1483                  69        200
X3413                  69        200
X5244                  68        394
X6776                  68        352
X9731                  68        330
X4706                  68        298
X8538                  68        277
X8262                  68        164
X1924                  68        117
X8407                  67        391
X9476                  67        369
X6840                  67        355
X9162                  67        335
X4442                  67        294
X7306                  67        281
X9554                  67        223
X5460                  67        222
X638                   67        194
X2317                  67        135
X7372                  67        114
X3322                  67        112
X7190                  67         43
X3101                  67         36
X2702                  66        354
X6011                  66        343
X4912                  66        314
X4004                  66        296
X8972                  66        271
X5588                  66        245
X1967                  66        240
X3226                  66        240
X3642                  66        240
X301                   66        123
X7890                  66        122
X1644                  66        105
X6610                  66         96
X8525                  66         59
X4309                  65        368
X9047                  65        368
X2268                  65        363
X4126                  65        265
X2371                  65        243
X9837                  65        238
X3147                  65        234
X6140                  65        116
X7435                  65         89
X2962                  65         47
X4028                  64        400
X2513                  64        388
X3695                  64        291
X4197                  64        287
X2987                  64        172
X761                   64         29
X1035                  63        154
X6943                  63        124
X753                   62        376
X2508                  62        367
X8638                  62        353
X5186                  62        343
X2381                  62        318
X6079                  62        239
X6718                  62        235
X6451                  62        193
X2360                  62        163
X5340                  62        154
X6645                  62        148
X5622                  62        142
X2908                  62        139
X6375                  62        120
X8953                  62         86
X3976                  61        384
X6476                  61        311
X4025                  61        292
X2549                  61        252
X5962                  61        247
X1690                  61        241
X9692                  61        183
X2581                  61        113
X7022                  61         87
X9164                  60        388
X5511                  60        321
X9650                  60        181
X54                    60        178
X5925                  60         42
X1226                  59        389
X7250                  59        332
X2891                  59        299
X512                   59        259
X632                   59        232
X8054                  59        217
X3217                  59         72
X3227                  59         52
X7905                  59         44
X6159                  59         31
X8883                  58        382
X6042                  58        345
X6882                  58        333
X4423                  58        295
X1946                  58        275
X3013                  58        242
X5674                  58        194
X6584                  58        136
X3753                  58        131
X8833                  58        100
X1748                  58         76
X6514                  58         62
X3966                  57        384
X2582                  57        301
X8344                  57        293
X4490                  57        289
X9073                  57        232
X9842                  57        217
X1248                  57        212
X1754                  57        201
X2609                  57        190
X9881                  57        157
X7376                  57        127
X1149                  57        109
X6941                  57         92
X6222                  57         73
X1100                  57         43
X4148                  57         42
X2570                  56        361
X6489                  56        346
X1269                  56        237
X6679                  56        217
X2155                  56         72
X5083                  55        256
X2899                  55        221
X6522                  55        208
X653                   55        139
X4362                  55        127
X249                   55        126
X3292                  55        122
X3601                  55        115
X2188                  55         90
X3093                  55         88
X1019                  55         50
X6988                  54        356
X5479                  54        347
X6135                  54        324
X8247                  54        243
X5929                  54        238
X2584                  54        164
X2788                  54        150
X3940                  54         64
X9801                  53        327
X8649                  53        255
X385                   53        171
X9544                  53        166
X3381                  53        161
X4204                  53        104
X3709                  53         80
X167                   53         44
X935                   53         29
X8606                  52        312
X323                   52        301
X1307                  52        286
X3190                  52        259
X5629                  52        255
X6611                  52        255
X6550                  52        247
X458                   52        196
X4537                  52        172
X5740                  52        163
X2345                  52        158
X1701                  52        136
X8952                  52        118
X63                    52        112
X1638                  52         70
X8679                  52         31
X4733                  52         30
X3984                  51        277
X6091                  51        269
X5779                  51        266
X1531                  51        254
X8310                  51        253
X8598                  51        224
X8667                  51        194
X6288                  51        174
X558                   51         69
X9942                  51         40
X8475                  50        331
X2980                  50        329
X319                   50        302
X2389                  50        264
X9805                  50        229
X867                   50        210
X7639                  50        206
X8226                  50        158
X5216                  50        145
X7245                  50        132
X2489                  50        104
X4465                  50         70
X3755                  50         54
X8077                  49        376
X8932                  49        299
X6813                  49        248
X2556                  49        246
X2645                  49        232
X4079                  49         77
X557                   48        397
X7570                  48        356
X7033                  48        352
X4361                  48        327
X9240                  48        285
X6628                  48        242
X3121                  48        209
X217                   48        198
X2572                  48        133
X1162                  48         90
X6473                  48         63
X7609                  47        342
X2601                  47        313
X8467                  47        303
X9463                  47        274
X5737                  47        234
X9792                  47        228
X3479                  47        201
X9987                  47        163
X7064                  47        155
X2211                  46        365
X7247                  46        320
X1879                  46        299
X9919                  46        239
X7998                  46        217
X3875                  46        112
X7922                  46         48
X1894                  46         20
X9070                  45        384
X9096                  45        203
X2700                  45        192
X6188                  45        191
X7566                  45        180
X1209                  45        133
X1636                  45        118
X4489                  45        101
X3399                  45         73
X3856                  45         54
X5337                  44        365
X188                   44        193
X6063                  44        184
X6971                  44        184
X1966                  44        178
X9423                  44        168
X1456                  44        167
X1976                  44        159
X4024                  44        124
X5285                  44         99
X4708                  44         95
X6913                  44         91
X6706                  44         50
X3568                  44         36
X2910                  43        389
X2551                  43        301
X848                   43        299
X8729                  43        227
X749                   43        200
X9056                  43        150
X4164                  43        125
X8909                  43        116
X4919                  43        113
X6552                  43         45
X8012                  42        356
X4924                  42        319
X1032                  42        273
X3289                  42        227
X8072                  42        182
X1813                  42        177
X2608                  42        159
X8089                  42        153
X6186                  42        121
X9505                  42         64
X6815                  42         48
X3922                  41        230
X5391                  41        207
X8993                  41        190
X3412                  41         26
X2363                  40        371
X2860                  40        356
X3579                  40        291
X6809                  40        291
X5134                  40        255
X5194                  40        154
X699                   40        132
X8228                  40        107
X2074                  40         17
X2154                  39        354
X6245                  39        327
X9606                  39        322
X4144                  39        305
X3730                  39        292
X7929                  39        272
X118                   39        245
X7085                  39        179
X6535                  39        118
X9404                  39        113
X6147                  39         76
X3585                  38        361
X2023                  38        336
X5657                  38        331
X769                   38        210
X2136                  38        203
X2593                  38         90
X1169                  37        399
X1604                  37        349
X290                   37        277
X8970                  37        277
X5801                  37        264
X5089                  37        243
X9670                  37        238
X3015                  37        156
X8573                  37        136
X6627                  37        126
X7223                  37         99
X6962                  37         93
X1253                  37         62
X4412                  37         24
X8608                  37         24
X2988                  36        335
X8519                  36        308
X7105                  36        299
X6365                  36        272
X2992                  36        247
X8602                  36        240
X7551                  36        137
X4300                  36        122
X7521                  36        118
X5229                  36         97
X1488                  36         81
X2615                  36         76
X5136                  36         57
X1605                  36         32
X7153                  35        362
X8672                  35        341
X1092                  35        301
X6284                  35        276
X2077                  35        253
X6046                  35        236
X832                   35        225
X7373                  35        150
X7946                  35        140
X1731                  35        120
X4977                  35         37
X9580                  35         23
X9043                  34        339
X354                   34        331
X2873                  34        326
X5676                  34        290
X4961                  34        261
X8080                  34        257
X7039                  34        250
X1797                  34        238
X6572                  34        224
X6337                  34        184
X9552                  34        183
X3019                  34        172
X8100                  34         85
X4292                  33        312
X849                   33        311
X527                   33        297
X6458                  33        275
X1911                  33        268
X9061                  33        247
X3488                  33        222
X2163                  33        132
X9764                  33        105
X5709                  33         26
X2328                  33         14
X8056                  32        349
X8230                  32        297
X1221                  32        233
X906                   32        174
X9428                  32        172
X3528                  32        171
X6693                  32        161
X3847                  31        385
X6963                  31        374
X5152                  31        355
X6142                  31        290
X4110                  31        253
X2019                  31        178
X7843                  31        132
X234                   31         49
X6991                  31         49
X4596                  30        310
X6726                  30        281
X3449                  30        254
X6654                  30        254
X6762                  30        229
X2934                  30        197
X1309                  30        113
X1683                  30         82
X1687                  29        393
X1575                  29        379
X454                   29        358
X4448                  29        335
X1716                  29        250
X5655                  29        228
X2479                  29        181
X7388                  29        110
X4639                  29         95
X6052                  29         60
X2924                  29         50
X6364                  29         50
X4229                  29         43
X5795                  29         23
X1920                  28        384
X2189                  28        383
X3418                  28        362
X1406                  28        344
X7587                  28        337
X8418                  28        247
X6213                  28        204
X5712                  28        151
X8032                  28        114
X8215                  28         57
X5707                  28         22
X533                   27        326
X1450                  27        323
X7624                  27        307
X342                   27        272
X5726                  27        150
X6472                  27        101
X2411                  27         68
X8159                  26        378
X9167                  26        337
X2736                  26        158
X2300                  26        106
X4536                  26         58
X8214                  26         18
X4035                  25        343
X1903                  25        282
X150                   25        281
X478                   25        208
X1261                  25        182
X170                   25         50
X3245                  25         16
X5165                  24        381
X7727                  24        381
X8543                  24        361
X9785                  24        336
X5248                  24        312
X336                   24        301
X4634                  24        190
X4612                  24        186
X1963                  24         31
X7969                  23        376
X1104                  23        353
X2966                  23        330
X1757                  23        292
X9560                  23        275
X3056                  23        245
X2144                  23        187
X3058                  23        127
X9157                  23         85
X8737                  23         84
X2915                  22        371
X6058                  22        212
X3034                  22        209
X5703                  22        147
X2209                  22        141
X2485                  22         52
X6150                  21        349
X2373                  21        328
X7573                  21        284
X2804                  21        272
X9618                  21        269
X554                   21        262
X5998                  21        231
X5497                  21        227
X2951                  21        181
X7950                  21        109
X3342                  21         38
X6228                  21         24
X9160                  20        391
X9055                  20        323
X97                    20        286
X9178                  20        238
X4885                  20        230
X7646                  20        183
X5780                  20        122
X8844                  20         98
X924                   20         50
X6601                  20         27
X8784                  20         25
X6701                  19        384
X9518                  19        331
X8684                  19        227
X4516                  19        216
X8085                  19        160
X5357                  19        153
X6731                  19        142
X9442                  19        126
X883                   19        107
X5559                  19         85
X8978                  18        336
X6711                  18        318
X6660                  18        260
X9143                  18        169
X5834                  18        118
X1891                  18        112
X3820                  18         91
X2166                  18         75
X6072                  18         27
X7691                  17        390
X9720                  17        350
X588                   17        309
X8304                  17        292
X5077                  17        236
X5258                  17        222
X1128                  17        185
X4626                  17        164
X3059                  17         11
X1816                  16        334
X8726                  16        302
X117                   16        268
X7769                  16        229
X2735                  16        228
X5108                  16         46
X6807                  15        366
X6302                  15        294
X4052                  15        265
X9375                  15        251
X3521                  15        102
X6638                  15         24
X1468                  15         10
X8133                  14        383
X3036                  14        343
X5605                  14        116
X4588                  14         84
X5303                  14         79
X2441                  14         78
X1002                  14         28
X8229                  14         13
X1372                  13        377
X8838                  13        325
X8445                  13        275
X7549                  13        264
X2590                  13        233
X9888                  13        226
X1732                  13         76
X8685                  13         73
X1944                  13         26
X9348                  12        364
X2210                  12        353
X8630                  12        339
X1889                  12        306
X6977                  12        303
X5821                  12        255
X9597                  12        251
X9681                  12        192
X6061                  12        182
X9515                  12        165
X7000                  11        367
X8451                  11        360
X2764                  11        311
X5374                  11         74
X5538                  11         59
X600                   10        342
X9860                  10        341
X4974                  10        294
X5796                  10        290
